offset,opcode,detection
23836,23836: SLOAD,Store read after unsafe call
23843,23843: SSTORE,Store write after unsafe call
24577,24577: SLOAD,Store read after unsafe call
24608,24608: SLOAD,Store read after unsafe call
24873,24873: SLOAD,Store read after unsafe call
25032,25032: SLOAD,Store read after unsafe call
25122,25122: SSTORE,Store write after unsafe call
25387,25387: SLOAD,Store read after unsafe call
25546,25546: SLOAD,Store read after unsafe call
25636,25636: SSTORE,Store write after unsafe call
25665,25665: SSTORE,Store write after unsafe call
