file,original pragma version,compiled version,notes
IERC1155.sol,^0.8.0,0.8.0,
draft-IERC20Permit.sol,^0.8.0,0.8.0,
RLPReader_3.sol,0.6.6,0.6.6,
ExitPayloadReader_4.sol,^0.8.0,0.8.0,
RLPReader_1.sol,^0.8.0,0.8.0,
SafeERC20.sol,^0.8.0,0.8.0,
ERC165_1.sol,^0.8.0,0.8.0,
SafeMath_2.sol,^0.8.0,0.8.0,
SafeMath.sol,^0.5.2,0.5.2,
RLPReader_4.sol,^0.8.0,0.8.0,
ExitPayloadReader_3.sol,^0.8.0,0.8.0,
ExitNFT.sol,^0.5.2,0.5.2,
Address.sol,^0.8.1,0.8.1,
ERC721.sol,^0.8.0,0.8.0,
Governance.sol,^0.5.2,0.5.2,
StakeManager.sol,^0.5.2,0.5.2,
IERC721.sol,^0.8.0,0.8.0,
ExitPayloadReader_2.sol,^0.8.0,0.8.0,
RLPReader_5.sol,^0.8.0,0.8.0,
RLPReader_7.sol,^0.8.0,0.8.0,
MintableERC721Predicate_1.sol,^0.6.0,0.6.0,
FxRoot.sol,0.7.3,0.7.3,
RLPEncode.sol,^0.5.2,0.5.2,
IERC721Receiver_1.sol,^0.8.0,0.8.0,
Registry.sol,^0.5.2,0.5.2,
EtherPredicate.sol,^0.6.0,0.6.0,
DepositManagerProxy.sol,^0.5.2,0.5.2,
IERC1155Receiver_1.sol,^0.8.0,0.8.0,
IRootChainManager.sol,^0.8.0,0.8.0,
FxERC20RootTunnel.sol,^0.8.0,0.8.0,
ExitPayloadReader_1.sol,^0.8.0,0.8.0,
RLPReader_6.sol,^0.5.0,0.5.0,
MintableERC721Predicate.sol,^0.6.0,0.6.0,
Create2_2.sol,^0.8.0,0.8.0,
Merkle_1.sol,^0.8.0,0.8.0,
ERC20PredicateProxy.sol,0.6.6,0.6.6,
IERC1155MetadataURI.sol,^0.8.0,0.8.0,
Create2_3.sol,^0.8.0,0.8.0,
Create2_1.sol,^0.8.0,0.8.0,
StateSender.sol,^0.5.2,0.5.2,
ExitPayloadReader.sol,^0.8.0,0.8.0,
Merkle_2.sol,^0.8.0,0.8.0,
Merkle_3.sol,^0.8.0,0.8.0,
Create2_4.sol,^0.8.0,0.8.0,
EIP1559Burn.sol,^0.8.9,0.8.9,
ERC1155Holder.sol,^0.8.0,0.8.0,
IERC165_3.sol,^0.8.0,0.8.0,
Merkle_7.sol,^0.8.0,0.8.0,
Create2.sol,^0.8.0,0.8.0,
Merkle_6.sol,0.6.6,0.6.6,
IERC165_2.sol,^0.8.0,0.8.0,
Create2_5.sol,^0.8.0,0.8.0,
Merkle.sol,^0.8.0,0.8.0,
WithdrawManager.sol,^0.5.2,0.5.2,
Context.sol,^0.8.0,0.8.0,
GovernanceProxy.sol,^0.5.2,0.5.2,
MerklePatriciaProof.sol,^0.8.0,0.8.0,
Merkle_4.sol,^0.8.0,0.8.0,
Strings.sol,^0.8.0,0.8.0,
StakingInfo.sol,^0.5.2,0.5.2,
FxERC1155RootTunnel.sol,^0.8.0,0.8.0,
Merkle_5.sol,^0.5.2,0.5.2,
IERC165_1.sol,^0.8.0,0.8.0,
ERC721Predicate.sol,^0.6.0,0.6.0,
Address_6.sol,^0.8.0,0.8.0,
StakingNFT.sol,^0.5.2,0.5.2,
MintableERC20PredicateProxy.sol,0.6.6,0.6.6,
PriorityQueue.sol,^0.5.2,0.5.2,
IFxERC1155.sol,^0.8.0,0.8.0,
FxBaseRootTunnel_5.sol,^0.8.0,0.8.0,
Address_5.sol,^0.6.0,0.6.0,
ERC721PredicateProxy.sol,0.6.6,0.6.6,
RootChainManager.sol,^0.6.0,0.6.0,
ERC20PredicateBurnOnly.sol,^0.5.2,0.5.2,
MintableERC721PredicateProxy.sol,0.6.6,0.6.6,
FxMintableERC20RootTunnel.sol,^0.8.0,0.8.0,
ERC721PredicateBurnOnly.sol,^0.5.0,0.5.0,
Address_4.sol,^0.8.0,0.8.0,
FxBaseRootTunnel_4.sol,^0.8.0,0.8.0,
ERC165.sol,^0.8.0,0.8.0,
RootChainProxy.sol,^0.5.2,0.5.2,
Address_1.sol,^0.8.0,0.8.0,
FxBaseRootTunnel_1.sol,^0.8.0,0.8.0,
IERC165.sol,^0.8.0,0.8.0,
FxBaseRootTunnel.sol,^0.8.0,0.8.0,
Common.sol,^0.5.2,0.5.2,
BytesLib.sol,^0.5.2,0.5.2,
IERC20_1.sol,^0.8.0,0.8.0,
FxBaseRootTunnel_3.sol,^0.8.0,0.8.0,
Address_3.sol,^0.8.0,0.8.0,
DepositManager.sol,^0.5.2,0.5.2,
ERC1155Receiver_1.sol,^0.8.0,0.8.0,
Address_2.sol,^0.8.0,0.8.0,
FxBaseRootTunnel_2.sol,^0.8.0,0.8.0,
RootChainManagerProxy.sol,0.6.6,0.6.6,
ERC20Predicate.sol,^0.6.0,0.6.0,
WithdrawManagerProxy.sol,^0.5.2,0.5.2,
