file,original pragma version,compiled version,notes
StakingManager.sol,^0.4.24,0.4.24,
EVMScriptRegistry.sol,0.4.24,0.4.24,
DAOFactory_4.sol,0.4.24,0.4.24,
IKernel_2.sol,^0.4.24,0.4.24,
ERC20PresetFixedSupplyUpgradeable.sol,^0.8.0,0.8.17,
TokenMock_1.sol,0.4.24,0.4.24,
EVMScriptRegistry_1.sol,0.4.24,0.4.24,
AppProxyBase_2.sol,0.4.24,0.4.24,
IVaultRecoverable_3.sol,^0.4.24,0.4.24,
TokenManager_1.sol,0.4.24,0.4.24,
ConversionHelpers_2.sol,^0.4.24,0.4.24,
AppProxyFactory_2.sol,0.4.24,0.4.24,
ACLSyntaxSugar.sol,^0.4.24,0.4.24,
AragonApp_1.sol,^0.4.24,0.4.24,
SafeMath_1.sol,^0.4.24,0.4.24,
TokenManager.sol,0.4.24,0.4.24,
SafeERC20_1.sol,^0.4.24,0.4.24,
AppProxyFactory_3.sol,0.4.24,0.4.24,
ITokenController_1.sol,^0.4.24,0.4.24,
AppProxyPinned_1.sol,0.4.24,0.4.24,
ConversionHelpers_3.sol,^0.4.24,0.4.24,
KernelProxy_1.sol,0.4.24,0.4.24,
IVaultRecoverable_2.sol,^0.4.24,0.4.24,
IsContract_4.sol,^0.4.24,0.4.24,
TokenManager_2.sol,0.4.24,0.4.24,
ConversionHelpers_1.sol,^0.4.24,0.4.24,
KernelProxy_3.sol,0.4.24,0.4.24,
AppProxyPinned_3.sol,0.4.24,0.4.24,
ERC20Upgradeable.sol,^0.8.0,0.8.17,
SafeERC20.sol,^0.4.24,0.4.24,
ITokenController_3.sol,^0.4.24,0.4.24,
AppProxyFactory_1.sol,0.4.24,0.4.24,
BaseEVMScriptExecutor.sol,^0.4.24,0.4.24,
AragonApp_2.sol,^0.4.24,0.4.24,
SafeMath_2.sol,^0.4.24,0.4.24,
SafeMath64_5.sol,^0.4.24,0.4.24,
KernelProxy.sol,0.4.24,0.4.24,
AppProxyUpgradeable_4.sol,0.4.24,0.4.24,
ACLSyntaxSugar_4.sol,^0.4.24,0.4.24,
ScriptHelpers_4.sol,^0.4.24,0.4.24,
SafeERC20_3.sol,^0.4.24,0.4.24,
EVMScriptRunner.sol,^0.4.24,0.4.24,
SafeERC20_2.sol,^0.4.24,0.4.24,
TestImports.sol,0.4.24,0.4.24,
ScriptHelpers_5.sol,^0.4.24,0.4.24,
ACLSyntaxSugar_5.sol,^0.4.24,0.4.24,
AppProxyUpgradeable_5.sol,0.4.24,0.4.24,
SafeMath64_4.sol,^0.4.24,0.4.24,
SafeMath_3.sol,^0.4.24,0.4.24,
ENS.sol,^0.4.0,0.4.24,
AragonApp_3.sol,^0.4.24,0.4.24,
SafeMath.sol,^0.4.24,0.4.24,
ITokenController_2.sol,^0.4.24,0.4.24,
AppProxyPinned_2.sol,0.4.24,0.4.24,
KernelProxy_2.sol,0.4.24,0.4.24,
TokenManager_3.sol,0.4.24,0.4.24,
IVaultRecoverable_1.sol,^0.4.24,0.4.24,
IsContract_5.sol,^0.4.24,0.4.24,
IVaultRecoverable_5.sol,^0.4.24,0.4.24,
IsContract_1.sol,^0.4.24,0.4.24,
ConversionHelpers_4.sol,^0.4.24,0.4.24,
AppProxyFactory_4.sol,0.4.24,0.4.24,
AppProxyUpgradeable_1.sol,0.4.24,0.4.24,
ACLSyntaxSugar_1.sol,^0.4.24,0.4.24,
ScriptHelpers_1.sol,^0.4.24,0.4.24,
PublicResolver.sol,^0.4.0,0.4.24,
SafeMath64_1.sol,^0.4.24,0.4.24,
AppProxyFactory_5.sol,0.4.24,0.4.24,
ConversionHelpers_5.sol,^0.4.24,0.4.24,
Imports.sol,0.4.24,0.4.24,
IVaultRecoverable_4.sol,^0.4.24,0.4.24,
IsContract_2.sol,^0.4.24,0.4.24,
ITokenController_5.sol,^0.4.24,0.4.24,
KernelProxy_5.sol,0.4.24,0.4.24,
AppProxyPinned_5.sol,0.4.24,0.4.24,
ContextUpgradeable.sol,^0.8.0,0.8.17,
ENSFactory_1.sol,0.4.24,0.4.24,
SafeMath_4.sol,^0.4.24,0.4.24,
AragonApp_4.sol,^0.4.24,0.4.24,
AppProxyUpgradeable_2.sol,0.4.24,0.4.24,
SafeMath64_3.sol,^0.4.24,0.4.24,
SafeERC20_5.sol,^0.4.24,0.4.24,
ACLSyntaxSugar_2.sol,^0.4.24,0.4.24,
ScriptHelpers_2.sol,^0.4.24,0.4.24,
ScriptHelpers_3.sol,^0.4.24,0.4.24,
ACLSyntaxSugar_3.sol,^0.4.24,0.4.24,
SafeERC20_4.sol,^0.4.24,0.4.24,
SafeMath64_2.sol,^0.4.24,0.4.24,
AppProxyUpgradeable_3.sol,0.4.24,0.4.24,
AragonApp_5.sol,^0.4.24,0.4.24,
SafeMath_5.sol,^0.4.24,0.4.24,
TimeHelpers.sol,^0.4.24,0.4.24,
AppProxyPinned_4.sol,0.4.24,0.4.24,
KernelProxy_4.sol,0.4.24,0.4.24,
Vault.sol,0.4.24,0.4.24,
ITokenController_4.sol,^0.4.24,0.4.24,
IsContract.sol,^0.4.24,0.4.24,
IsContract_3.sol,^0.4.24,0.4.24,
KernelConstants.sol,^0.4.24,0.4.24,
ACL.sol,0.4.24,0.4.24,
KernelConstants_3.sol,^0.4.24,0.4.24,
IACL_2.sol,^0.4.24,0.4.24,
ERC20_5.sol,^0.4.24,0.4.24,
ACL_5.sol,0.4.24,0.4.24,
AppStorage_2.sol,^0.4.24,0.4.24,
IEVMScriptRegistry_2.sol,^0.4.24,0.4.24,
Uint256Helpers_4.sol,^0.4.24,0.4.24,
DepositableStorage_4.sol,0.4.24,0.4.24,
Vault_3.sol,0.4.24,0.4.24,
VaultRecoverable_1.sol,^0.4.24,0.4.24,
ERC20BurnableUpgradeable.sol,^0.8.0,0.8.17,
ERCProxy_3.sol,^0.4.24,0.4.24,
ERCProxy_2.sol,^0.4.24,0.4.24,
PublicResolver_1.sol,^0.4.0,0.4.24,
DepositableStorage_5.sol,0.4.24,0.4.24,
Vault_2.sol,0.4.24,0.4.24,
draft-EIP712Upgradeable.sol,^0.8.0,0.8.17,
Uint256Helpers_5.sol,^0.4.24,0.4.24,
IEVMScriptRegistry_3.sol,^0.4.24,0.4.24,
AppStorage_3.sol,^0.4.24,0.4.24,
ACL_4.sol,0.4.24,0.4.24,
ERC20_4.sol,^0.4.24,0.4.24,
BaseEVMScriptExecutor_1.sol,^0.4.24,0.4.24,
IACL_3.sol,^0.4.24,0.4.24,
KernelConstants_2.sol,^0.4.24,0.4.24,
DelegateProxy.sol,0.4.24,0.4.24,
APMRegistry_1.sol,0.4.24,0.4.24,
IACL_1.sol,^0.4.24,0.4.24,
Imports_4.sol,0.4.24,0.4.24,
BaseEVMScriptExecutor_3.sol,^0.4.24,0.4.24,
CallsScript_4.sol,0.4.24,0.4.24,
AppStorage_1.sol,^0.4.24,0.4.24,
IEVMScriptRegistry_1.sol,^0.4.24,0.4.24,
VaultRecoverable_2.sol,^0.4.24,0.4.24,
PNT.sol,^0.6.2,0.6.2,
ERCProxy_1.sol,^0.4.24,0.4.24,
VaultRecoverable_3.sol,^0.4.24,0.4.24,
Vault_1.sol,0.4.24,0.4.24,
VaultRecoverable.sol,^0.4.24,0.4.24,
CallsScript_5.sol,0.4.24,0.4.24,
IACLOracle.sol,^0.4.24,0.4.24,
BaseEVMScriptExecutor_2.sol,^0.4.24,0.4.24,
KernelConstants_1.sol,^0.4.24,0.4.24,
ERCProxy.sol,^0.4.24,0.4.24,
ENSSubdomainRegistrar_1.sol,0.4.24,0.4.24,
IACL_4.sol,^0.4.24,0.4.24,
KernelConstants_5.sol,^0.4.24,0.4.24,
UnstructuredStorage.sol,^0.4.24,0.4.24,
Imports_1.sol,0.4.24,0.4.24,
AppStorage_4.sol,^0.4.24,0.4.24,
ACL_3.sol,0.4.24,0.4.24,
CallsScript_1.sol,0.4.24,0.4.24,
ERC20_3.sol,^0.4.24,0.4.24,
Uint256Helpers_2.sol,^0.4.24,0.4.24,
IEVMScriptRegistry_4.sol,^0.4.24,0.4.24,
DepositableStorage_2.sol,0.4.24,0.4.24,
ITokenController.sol,^0.4.24,0.4.24,
ERCProxy_5.sol,^0.4.24,0.4.24,
ERCProxy_4.sol,^0.4.24,0.4.24,
ENSSubdomainRegistrar.sol,0.4.24,0.4.24,
StakingManager_2.sol,^0.4.24,0.4.24,
DepositableStorage_3.sol,0.4.24,0.4.24,
Vault_4.sol,0.4.24,0.4.24,
IEVMScriptRegistry_5.sol,^0.4.24,0.4.24,
Uint256Helpers_3.sol,^0.4.24,0.4.24,
ERC20_2.sol,^0.4.24,0.4.24,
ACL_2.sol,0.4.24,0.4.24,
AppStorage_5.sol,^0.4.24,0.4.24,
ExecutionTarget_1.sol,0.4.24,0.4.24,
KernelConstants_4.sol,^0.4.24,0.4.24,
IACL_5.sol,^0.4.24,0.4.24,
Uint256Helpers.sol,^0.4.24,0.4.24,
Imports_2.sol,0.4.24,0.4.24,
BaseEVMScriptExecutor_5.sol,^0.4.24,0.4.24,
CallsScript_2.sol,0.4.24,0.4.24,
Uint256Helpers_1.sol,^0.4.24,0.4.24,
TokenMock.sol,0.4.24,0.4.24,
VaultRecoverable_4.sol,^0.4.24,0.4.24,
DepositableStorage_1.sol,0.4.24,0.4.24,
IEVMScriptRegistry.sol,^0.4.24,0.4.24,
StakingManager_1.sol,^0.4.24,0.4.24,
StringsUpgradeable.sol,^0.8.0,0.8.17,
AppProxyUpgradeable.sol,0.4.24,0.4.24,
VaultRecoverable_5.sol,^0.4.24,0.4.24,
NodeManager.sol,^0.4.24,0.4.24,
ERC20_1.sol,^0.4.24,0.4.24,
CallsScript_3.sol,0.4.24,0.4.24,
ACL_1.sol,0.4.24,0.4.24,
Imports_3.sol,0.4.24,0.4.24,
BaseEVMScriptExecutor_4.sol,^0.4.24,0.4.24,
ExecutionTarget_2.sol,0.4.24,0.4.24,
EtherTokenConstant.sol,^0.4.24,0.4.24,
EVMScriptRunner_4.sol,^0.4.24,0.4.24,
DelegateProxy_5.sol,0.4.24,0.4.24,
StandardToken_3.sol,^0.4.24,0.4.24,
DepositableStorage.sol,0.4.24,0.4.24,
MiniMeToken_3.sol,^0.4.24,0.4.24,
IEVMScriptExecutor_4.sol,^0.4.24,0.4.24,
Kernel_1.sol,0.4.24,0.4.24,
EtherTokenConstant_5.sol,^0.4.24,0.4.24,
CountersUpgradeable.sol,^0.8.0,0.8.17,
Autopetrified_4.sol,^0.4.24,0.4.24,
CallsScript.sol,0.4.24,0.4.24,
KernelStorage_5.sol,0.4.24,0.4.24,
UnstructuredStorage_3.sol,^0.4.24,0.4.24,
UnstructuredStorage_2.sol,^0.4.24,0.4.24,
KernelStorage_4.sol,0.4.24,0.4.24,
Petrifiable_1.sol,^0.4.24,0.4.24,
Autopetrified_5.sol,^0.4.24,0.4.24,
EtherTokenConstant_4.sol,^0.4.24,0.4.24,
IEVMScriptExecutor_5.sol,^0.4.24,0.4.24,
MiniMeToken_2.sol,^0.4.24,0.4.24,
DelegateProxy_4.sol,0.4.24,0.4.24,
StandardToken_2.sol,^0.4.24,0.4.24,
EVMScriptRegistryFactory_1.sol,0.4.24,0.4.24,
EVMScriptRunner_5.sol,^0.4.24,0.4.24,
Initializable_6.sol,^0.4.24,0.4.24,
Initializable_4.sol,^0.4.24,0.4.24,
Kernel.sol,0.4.24,0.4.24,
APMRegistryFactory_1.sol,0.4.24,0.4.24,
Autopetrified.sol,^0.4.24,0.4.24,
AppProxyBase.sol,0.4.24,0.4.24,
EVMScriptRegistryFactory_3.sol,0.4.24,0.4.24,
ENS_1.sol,^0.4.0,0.4.24,
SigUtils.sol,^0.4.24,0.4.24,
IERC20MetadataUpgradeable.sol,^0.8.0,0.8.17,
ENSFactory.sol,0.4.24,0.4.24,
Kernel_2.sol,0.4.24,0.4.24,
IACLOracle_5.sol,^0.4.24,0.4.24,
Petrifiable_3.sol,^0.4.24,0.4.24,
SigUtils_1.sol,^0.4.24,0.4.24,
IUniswapV2Pair.sol,^0.4.24,0.4.24,
UnstructuredStorage_1.sol,^0.4.24,0.4.24,
Petrifiable_2.sol,^0.4.24,0.4.24,
IACLOracle_4.sol,^0.4.24,0.4.24,
Kernel_3.sol,0.4.24,0.4.24,
IKernel.sol,^0.4.24,0.4.24,
MiniMeToken_1.sol,^0.4.24,0.4.24,
EVMScriptRegistryFactory_2.sol,0.4.24,0.4.24,
StandardToken_1.sol,^0.4.24,0.4.24,
Initializable_5.sol,^0.4.24,0.4.24,
EVMScriptRunner_2.sol,^0.4.24,0.4.24,
DandelionVoting_1.sol,0.4.24,0.4.24,
Initializable_1.sol,^0.4.24,0.4.24,
DelegateProxy_3.sol,0.4.24,0.4.24,
MiniMeToken_5.sol,^0.4.24,0.4.24,
DAOFactory.sol,0.4.24,0.4.24,
IEVMScriptExecutor_2.sol,^0.4.24,0.4.24,
AppStorage.sol,^0.4.24,0.4.24,
EtherTokenConstant_3.sol,^0.4.24,0.4.24,
ENSConstants_1.sol,^0.4.24,0.4.24,
Autopetrified_2.sol,^0.4.24,0.4.24,
UnstructuredStorage_5.sol,^0.4.24,0.4.24,
KernelStorage_3.sol,0.4.24,0.4.24,
KernelStorage_2.sol,0.4.24,0.4.24,
UnstructuredStorage_4.sol,^0.4.24,0.4.24,
Autopetrified_3.sol,^0.4.24,0.4.24,
IACLOracle_1.sol,^0.4.24,0.4.24,
VotingMock_1.sol,0.4.24,0.4.24,
APMRegistryFactory.sol,0.4.24,0.4.24,
EtherTokenConstant_2.sol,^0.4.24,0.4.24,
IEVMScriptExecutor_3.sol,^0.4.24,0.4.24,
draft-ERC20PermitUpgradeable.sol,^0.8.0,0.8.17,
AddressUpgradeable.sol,^0.8.1,0.8.1,
MiniMeToken_4.sol,^0.4.24,0.4.24,
DelegateProxy_2.sol,0.4.24,0.4.24,
StandardToken_4.sol,^0.4.24,0.4.24,
EVMScriptRunner_3.sol,^0.4.24,0.4.24,
DandelionVoting_2.sol,0.4.24,0.4.24,
EVMScriptRunner_1.sol,^0.4.24,0.4.24,
Initializable_2.sol,^0.4.24,0.4.24,
EVMScriptRegistryFactory_5.sol,0.4.24,0.4.24,
MiniMeToken_6.sol,^0.4.24,0.4.24,
Repo.sol,0.4.24,0.4.24,
IEVMScriptExecutor_1.sol,^0.4.24,0.4.24,
ENSConstants.sol,^0.4.24,0.4.24,
VotingMock.sol,0.4.24,0.4.24,
ConversionHelpers.sol,^0.4.24,0.4.24,
Kernel_4.sol,0.4.24,0.4.24,
IACLOracle_3.sol,^0.4.24,0.4.24,
Autopetrified_1.sol,^0.4.24,0.4.24,
DepositableDelegateProxy.sol,0.4.24,0.4.24,
Petrifiable_5.sol,^0.4.24,0.4.24,
Petrifiable_4.sol,^0.4.24,0.4.24,
IERC20Upgradeable.sol,^0.8.0,0.8.17,
ECDSAUpgradeable.sol,^0.8.0,0.8.17,
KernelStorage_1.sol,0.4.24,0.4.24,
IACLOracle_2.sol,^0.4.24,0.4.24,
AbstractENS.sol,^0.4.15,0.4.24,
VotingMock_2.sol,0.4.24,0.4.24,
EtherTokenConstant_1.sol,^0.4.24,0.4.24,
Kernel_5.sol,0.4.24,0.4.24,
AbstractENS_1.sol,^0.4.15,0.4.24,
DelegateProxy_1.sol,0.4.24,0.4.24,
EVMScriptRegistryFactory_4.sol,0.4.24,0.4.24,
SafeMath64.sol,^0.4.24,0.4.24,
Initializable_3.sol,^0.8.2,0.8.17,
