file,original pragma version,compiled version,notes
Context.sol,^0.8.0,0.8.0,
IBeacon_9.sol,^0.8.0,0.8.0,
Strings.sol,^0.8.0,0.8.0,
NFT_1.sol,^0.8.0,0.8.0,
IBeacon_8.sol,^0.8.0,0.8.0,
SafeERC20_12.sol,^0.6.0,0.6.0,
BridgeImplementation_2.sol,^0.8.0,0.8.0,
BridgeSetters_2.sol,^0.8.0,0.8.0,
IERC165_1.sol,^0.8.0,0.8.0,
WrappedAsset_1.sol,^0.6.0,0.6.0,
BridgeGovernance_5.sol,^0.8.0,0.8.0,
Structs_12.sol,^0.8.0,0.8.0,
IERC20_12.sol,^0.6.0,0.6.0,
BeaconProxy_7.sol,^0.8.0,0.8.0,
StorageSlot_9.sol,^0.8.0,0.8.0,
NFTImplementation_4.sol,^0.8.0,0.8.0,
Proxy_7.sol,^0.8.0,0.8.0,
Strings_3.sol,^0.8.0,0.8.0,
IERC20_4.sol,^0.8.0,0.8.0,
Address_6.sol,^0.8.0,0.8.0,
Messages_2.sol,^0.8.0,0.8.0,
IWormhole_1.sol,^0.8.0,0.8.0,
ERC1967Upgrade_1.sol,^0.8.2,0.8.2,
IBeacon_14.sol,^0.8.0,0.8.0,
Ownable_3.sol,^0.8.0,0.8.0,
Ownable_2.sol,^0.8.0,0.8.0,
NFTBridgeStructs.sol,^0.8.0,0.8.0,
IBeacon_15.sol,^0.8.0,0.8.0,
GovernanceStructs_2.sol,^0.8.0,0.8.0,
Proxy_14.sol,^0.8.0,0.8.0,
Address_7.sol,^0.8.0,0.8.0,
Messages.sol,^0.8.0,0.8.0,
IERC20_5.sol,^0.8.0,0.8.0,
Strings_2.sol,^0.8.0,0.8.0,
Setters_1.sol,^0.8.0,0.8.0,
Proxy_6.sol,^0.8.0,0.8.0,
NFTState_1.sol,^0.8.0,0.8.0,
Bridge_1.sol,^0.8.0,0.8.0,
Getters.sol,^0.8.0,0.8.0,
Bridge_3.sol,^0.8.0,0.8.0,
NFTState_3.sol,^0.8.0,0.8.0,
Proxy_4.sol,^0.8.0,0.8.0,
Address_20.sol,^0.6.2,0.6.2,
BridgeGetters.sol,^0.8.0,0.8.0,
TokenImplementation_8.sol,^0.8.0,0.8.0,
IERC20_7.sol,^0.8.0,0.8.0,
Wormhole.sol,^0.6.0,0.6.0,
Address_5.sol,^0.8.0,0.8.0,
Messages_1.sol,^0.8.0,0.8.0,
IWormhole_10.sol,^0.8.0,0.8.0,
IWormhole_2.sol,^0.8.0,0.8.0,
ERC1967Upgrade_2.sol,^0.8.2,0.8.2,
IBeacon_17.sol,^0.8.0,0.8.0,
Ownable_1.sol,^0.8.0,0.8.0,
IBeacon_16.sol,^0.8.0,0.8.0,
ERC1967Upgrade_3.sol,^0.8.2,0.8.2,
IWormhole_3.sol,^0.8.0,0.8.0,
IWormhole_11.sol,^0.8.0,0.8.0,
NFTBridgeGovernance.sol,^0.8.0,0.8.0,
GovernanceStructs_1.sol,^0.8.0,0.8.0,
Address_4.sol,^0.8.0,0.8.0,
IERC20_6.sol,^0.8.0,0.8.0,
Strings_1.sol,^0.8.0,0.8.0,
Setters_2.sol,^0.8.0,0.8.0,
Proxy_5.sol,^0.8.0,0.8.0,
NFTState_2.sol,^0.8.0,0.8.0,
Bridge_2.sol,^0.8.0,0.8.0,
Context_10.sol,^0.8.0,0.8.0,
NFTImplementation_2.sol,^0.8.0,0.8.0,
ERC165.sol,^0.8.0,0.8.0,
StorageSlot_18.sol,^0.8.0,0.8.0,
Bridge_6.sol,^0.8.0,0.8.0,
Proxy_1.sol,^0.8.0,0.8.0,
Address_19.sol,^0.8.0,0.8.0,
IERC20_2.sol,^0.8.0,0.8.0,
NFTBridgeSetters_3.sol,^0.8.0,0.8.0,
Proxy_13.sol,^0.8.0,0.8.0,
ERC1967Upgrade.sol,^0.8.2,0.8.2,
IWormhole_7.sol,^0.8.0,0.8.0,
TokenBridge.sol,^0.8.0,0.8.0,
Ownable_5.sol,^0.8.0,0.8.0,
ERC1967Upgrade_7.sol,^0.8.2,0.8.2,
Ownable_11.sol,^0.8.0,0.8.0,
IBeacon_12.sol,^0.8.0,0.8.0,
IBeacon_13.sol,^0.8.0,0.8.0,
Ownable_10.sol,^0.8.0,0.8.0,
ERC1967Upgrade_6.sol,^0.8.2,0.8.2,
Ownable_4.sol,^0.8.0,0.8.0,
IWormhole_6.sol,^0.8.0,0.8.0,
BeaconProxy.sol,^0.8.0,0.8.0,
Proxy_12.sol,^0.8.0,0.8.0,
Address_1.sol,^0.8.0,0.8.0,
Governance_1.sol,^0.8.0,0.8.0,
NFTBridge_1.sol,^0.8.0,0.8.0,
Strings_4.sol,^0.8.0,0.8.0,
IERC165.sol,^0.8.0,0.8.0,
IERC20_3.sol,^0.8.0,0.8.0,
NFTBridgeSetters_2.sol,^0.8.0,0.8.0,
Address_18.sol,^0.8.0,0.8.0,
NFTImplementation_3.sol,^0.8.0,0.8.0,
Context_11.sol,^0.8.0,0.8.0,
NFTImplementation_1.sol,^0.8.0,0.8.0,
Context_13.sol,^0.6.0,0.6.0,
BytesLib.sol,>=0.8.0 <0.9.0,0.8.0,
Bridge_5.sol,^0.8.0,0.8.0,
Proxy_2.sol,^0.8.0,0.8.0,
IERC20_1.sol,^0.8.0,0.8.0,
Address_3.sol,^0.8.1,0.8.1,
Proxy_10.sol,^0.8.0,0.8.0,
IWormhole_4.sol,^0.8.0,0.8.0,
Ownable_6.sol,^0.8.0,0.8.0,
ERC1967Upgrade_4.sol,^0.8.2,0.8.2,
IBeacon_11.sol,^0.8.0,0.8.0,
IBeacon_10.sol,^0.8.0,0.8.0,
ERC1967Upgrade_5.sol,^0.8.2,0.8.2,
Ownable_7.sol,^0.8.0,0.8.0,
IWormhole_5.sol,^0.8.0,0.8.0,
Address_2.sol,^0.8.0,0.8.0,
Proxy_11.sol,^0.8.0,0.8.0,
NFTBridge_2.sol,^0.8.0,0.8.0,
Governance_2.sol,^0.8.0,0.8.0,
NFTBridgeSetters_1.sol,^0.8.0,0.8.0,
Proxy_3.sol,^0.8.0,0.8.0,
NFTState_4.sol,^0.8.0,0.8.0,
CircleIntegrationSetters.sol,^0.8.19,0.8.19,
WrappedAsset.sol,^0.6.0,0.6.0,
Bridge_4.sol,^0.8.0,0.8.0,
Context_12.sol,^0.6.0,0.6.0,
