file,original pragma version,compiled version,notes
ERC165Upgradeable_1.sol,^0.8.0,0.8.0,
IAccessControlEnumerableUpgradeable.sol,^0.8.0,0.8.0,
StringSet.sol,^0.8.0,0.8.0,
ERC20Detailed.sol,^0.5.0,0.5.0,
ContextUpgradeable_1.sol,^0.8.0,0.8.0,
BeaconProxy.sol,^0.8.0,0.8.0,
Address_1.sol,^0.8.0,0.8.0,
IERC165.sol,^0.8.0,0.8.0,
IERC20_3.sol,^0.8.0,0.8.0,
Initializable_2.sol,^0.8.0,0.8.0,
ProxyBeacon_2.sol,^0.8.0,0.8.0,
MintGatewayLogicV1.sol,^0.5.16,0.5.16,
AccessControl.sol,^0.8.0,0.8.0,
Proxy_2.sol,^0.8.0,0.8.0,
IERC20_1.sol,^0.8.0,0.8.0,
Address_3.sol,^0.8.0,0.8.0,
DarknodePaymentStore.sol,0.5.16,0.5.16,
ERC165Upgradeable_2.sol,^0.8.0,0.8.0,
ContextUpgradeable_2.sol,^0.8.0,0.8.0,
Address_2.sol,^0.8.0,0.8.0,
Proxy_3.sol,^0.8.0,0.8.0,
Initializable_3.sol,^0.8.0,0.8.0,
