file,original pragma version,compiled version,notes
Lib_Buffer_1.sol,^0.8.9,0.8.9,
CrossDomainEnabled_2.sol,>0.5.0 <0.9.0,0.5.0,
Address.sol,^0.8.0,0.8.0,
iOVM_SequencerFeeVault_1.sol,^0.8.9,0.8.9,
OwnableUpgradeable.sol,^0.8.0,0.8.0,
Lib_BytesUtils_1.sol,^0.8.9,0.8.9,
Lib_DefaultValues.sol,^0.8.9,0.8.9,
PausableUpgradeable.sol,^0.8.0,0.8.0,
Context_6.sol,^0.8.0,0.8.0,
IL1ERC20Bridge_3.sol,>0.5.0 <0.9.0,0.5.0,
IL1ERC20Bridge_2.sol,>0.5.0 <0.9.0,0.5.0,
Context_7.sol,^0.8.0,0.8.0,
Lib_AddressResolver.sol,^0.8.9,0.8.9,
CrossDomainEnabled_3.sol,>0.5.0 <0.9.0,0.5.0,
Lib_Buffer_2.sol,^0.8.9,0.8.9,
CrossDomainEnabled_1.sol,>0.5.0 <0.9.0,0.5.0,
ContextUpgradeable.sol,^0.8.0,0.8.0,
Context_5.sol,^0.8.0,0.8.0,
MVM_CanonicalTransaction.sol,^0.8.0,0.8.0,
ReentrancyGuardUpgradeable.sol,^0.8.0,0.8.0,
IChainStorageContainer_4.sol,>0.5.0 <0.9.0,0.5.0,
Lib_CrossDomainUtils.sol,^0.8.9,0.8.9,
IL1ERC20Bridge_1.sol,>0.5.0 <0.9.0,0.5.0,
Context_4.sol,^0.8.0,0.8.0,
Lib_Buffer.sol,^0.8.9,0.8.9,
ERC165Checker.sol,^0.8.0,0.8.0,
iMVM_DiscountOracle_2.sol,^0.8.9,0.8.9,
Lib_PredeployAddresses_1.sol,^0.8.9,0.8.9,
Context_9.sol,^0.8.0,0.8.0,
Context_8.sol,^0.8.0,0.8.0,
CanonicalTransactionChain.sol,^0.8.9,0.8.9,
iMVM_DiscountOracle_3.sol,^0.8.9,0.8.9,
iMVM_DiscountOracle_1.sol,^0.8.9,0.8.9,
IL2ERC20Bridge.sol,^0.8.9,0.8.9,
Lib_PredeployAddresses_2.sol,^0.8.9,0.8.9,
L1StandardBridge.sol,^0.8.9,0.8.9,
Lib_RLPReader.sol,^0.8.9,0.8.9,
AddressAliasHelper.sol,^0.8.7,0.8.7,
Lib_OVMCodec.sol,^0.8.9,0.8.9,
Lib_PredeployAddresses_3.sol,^0.8.9,0.8.9,
ChainStorageContainer.sol,^0.8.9,0.8.9,
iMVM_DiscountOracle_4.sol,^0.8.9,0.8.9,
IL2StandardERC20_1.sol,^0.8.9,0.8.9,
L1ChugSplashProxy_3.sol,^0.8.9,0.8.9,
L1ChugSplashProxy_2.sol,^0.8.9,0.8.9,
IL2ERC20Bridge_1.sol,^0.8.9,0.8.9,
OVM_GasPriceOracle.sol,^0.8.9,0.8.9,
MVM_L2ChainManagerOnL1_1.sol,^0.8.9,0.8.9,
IBondManager.sol,^0.8.9,0.8.9,
Lib_PredeployAddresses_4.sol,^0.8.9,0.8.9,
IL2ERC20Bridge_3.sol,^0.8.9,0.8.9,
Context.sol,^0.8.0,0.8.0,
L1ChugSplashProxy_1.sol,^0.8.9,0.8.9,
IL2ERC20Bridge_2.sol,^0.8.9,0.8.9,
IERC165_1.sol,^0.8.0,0.8.0,
ICanonicalTransactionChain.sol,>0.5.0 <0.9.0,0.5.0,
Lib_RLPWriter.sol,^0.8.9,0.8.9,
Lib_AddressManager_4.sol,^0.8.9,0.8.9,
Lib_Bytes32Utils_1.sol,^0.8.9,0.8.9,
Ownable_3.sol,^0.8.0,0.8.0,
Ownable_2.sol,^0.8.0,0.8.0,
Lib_PredeployAddresses.sol,^0.8.9,0.8.9,
Lib_AddressManager_5.sol,^0.8.9,0.8.9,
iL1ChugSplashDeployer.sol,^0.8.9,0.8.9,
IL1CrossDomainMessenger.sol,^0.8.9,0.8.9,
IL1StandardBridge_1.sol,>0.5.0 <0.9.0,0.5.0,
IL1StandardBridge_3.sol,>0.5.0 <0.9.0,0.5.0,
Lib_AddressManager_7.sol,^0.8.9,0.8.9,
Lib_MerkleTrie.sol,^0.8.9,0.8.9,
Ownable_1.sol,^0.8.0,0.8.0,
iMVM_DiscountOracle.sol,^0.8.9,0.8.9,
iMVM_L2ChainManagerOnL1_1.sol,^0.8.9,0.8.9,
Lib_ResolvedDelegateProxy.sol,^0.8.9,0.8.9,
Lib_AddressManager_6.sol,^0.8.9,0.8.9,
BondManager.sol,^0.8.9,0.8.9,
IL1ERC20Bridge.sol,>0.5.0 <0.9.0,0.5.0,
IL1StandardBridge_2.sol,>0.5.0 <0.9.0,0.5.0,
ICanonicalTransactionChain_1.sol,>0.5.0 <0.9.0,0.5.0,
Context_10.sol,^0.8.0,0.8.0,
Lib_AddressManager_10.sol,^0.8.9,0.8.9,
IERC20_2.sol,^0.8.0,0.8.0,
Lib_AddressManager_2.sol,^0.8.9,0.8.9,
Ownable_5.sol,^0.8.0,0.8.0,
Ownable_11.sol,^0.8.0,0.8.0,
Ownable_10.sol,^0.8.0,0.8.0,
Lib_RLPWriter_1.sol,^0.8.9,0.8.9,
Ownable_4.sol,^0.8.0,0.8.0,
Address_1.sol,^0.8.0,0.8.0,
Lib_AddressManager_3.sol,^0.8.9,0.8.9,
IERC165.sol,^0.8.0,0.8.0,
IERC20_3.sol,^0.8.0,0.8.0,
Lib_AddressManager_11.sol,^0.8.9,0.8.9,
Lib_OVMCodec_1.sol,^0.8.9,0.8.9,
Context_11.sol,^0.8.0,0.8.0,
L1CrossDomainMessenger.sol,^0.8.9,0.8.9,
ERC165Checker_1.sol,^0.8.0,0.8.0,
L2StandardBridge.sol,^0.8.9,0.8.9,
Lib_AddressManager_1.sol,^0.8.9,0.8.9,
IERC20_1.sol,^0.8.0,0.8.0,
Ownable_6.sol,^0.8.0,0.8.0,
iOVM_SequencerFeeVault.sol,^0.8.9,0.8.9,
Ownable_7.sol,^0.8.0,0.8.0,
IL2StandardERC20.sol,^0.8.9,0.8.9,
