file,original pragma version,compiled version,notes
GasLimitManager.sol,0.7.5,0.7.5,
IERC165_2.sol,^0.7.0,0.7.0,
BaseRelayer.sol,0.7.5,0.7.5,
IBurnableMintableERC721Token.sol,0.7.5,0.7.5,
ERC721TokenProxy.sol,0.7.5,0.7.5,
ERC721_3.sol,^0.7.0,0.7.0,
XDaiForeignBridge.sol,^0.4.24,0.4.24,
Context.sol,>=0.6.0 <0.8.0,0.6.0,
Strings.sol,^0.7.0,0.7.0,
IOwnable_1.sol,0.7.5,0.7.5,
FailedMessagesProcessor.sol,0.7.5,0.7.5,
EnumerableMap_1.sol,^0.7.0,0.7.0,
ForeignBridge.sol,0.4.24,0.4.24,
ERC721_2.sol,^0.7.0,0.7.0,
IERC165_1.sol,^0.7.0,0.7.0,
ForeignAMB.sol,0.4.24,0.4.24,
ERC1155Relayer.sol,0.7.5,0.7.5,
Strings_3.sol,^0.7.0,0.7.0,
MetadataReader_2.sol,0.7.5,0.7.5,
IERC721Enumerable_2.sol,^0.7.0,0.7.0,
Ownable_2.sol,0.7.5,0.7.5,
IERC721Enumerable_3.sol,^0.7.0,0.7.0,
Strings_2.sol,^0.7.0,0.7.0,
ForeignOmnibridge.sol,^0.7.0,0.7.0,
EternalStorage.sol,0.7.5,0.7.5,
MetadataReader_1.sol,0.7.5,0.7.5,
IERC721Enumerable_1.sol,^0.7.0,0.7.0,
ERC677MultiBridgeToken.sol,0.5.10,0.5.10,
Ownable_1.sol,0.7.5,0.7.5,
Address_4.sol,^0.7.0,0.7.0,
Strings_1.sol,^0.7.0,0.7.0,
ForeignAMBErc677ToErc677.sol,0.4.24,0.4.24,
ERC165.sol,^0.7.0,0.7.0,
Initializable_1.sol,0.7.5,0.7.5,
Proxy_1.sol,0.7.5,0.7.5,
BridgeOperationsStorage_1.sol,0.7.5,0.7.5,
ERC1155Relayer_1.sol,0.7.5,0.7.5,
MultipleDistribution.sol,0.5.10,0.5.10,
Address_1.sol,^0.7.0,0.7.0,
IERC165.sol,^0.7.0,0.7.0,
ERC677MultiBridgeToken_1.sol,0.5.10,0.5.10,
NFTBridgeLimits.sol,0.7.5,0.7.5,
Initializable_2.sol,0.7.5,0.7.5,
Proxy_2.sol,0.7.5,0.7.5,
Address_3.sol,^0.7.0,0.7.0,
BridgeOperationsStorage_2.sol,0.7.5,0.7.5,
Distribution.sol,0.5.10,0.5.10,
ERC1155Relayer_2.sol,0.7.5,0.7.5,
Address_2.sol,^0.7.0,0.7.0,
