file,original pragma version,compiled version,notes
SkinnyOptimisticOracleInterface.sol,^0.8.0,0.8.0,
AdapterInterface.sol,^0.8.0,0.8.0,
SafeERC20_10.sol,^0.8.0,0.8.0,
MultiRole.sol,^0.8.0,0.8.0,
MerkleDistributorInterface_2.sol,^0.8.0,0.8.0,
StoreInterface.sol,^0.8.0,0.8.0,
Timer.sol,^0.8.0,0.8.0,
Timer_2.sol,^0.8.0,0.8.0,
ERC20_2.sol,^0.8.0,0.8.0,
MerkleProof.sol,^0.8.0,0.8.0,
IERC20_11.sol,^0.8.0,0.8.0,
Ethereum_Adapter.sol,^0.8.0,0.8.0,
IERC20_13.sol,^0.8.0,0.8.0,
Context.sol,^0.8.0,0.8.0,
Strings.sol,^0.8.0,0.8.0,
IERC20_12.sol,^0.8.0,0.8.0,
OptimisticOracleInterface.sol,^0.8.0,0.8.0,
MerkleLib.sol,^0.8.0,0.8.0,
IERC20_4.sol,^0.8.0,0.8.0,
Address_6.sol,^0.8.1,0.8.1,
Ownable_3.sol,^0.8.0,0.8.0,
Ownable_2.sol,^0.8.0,0.8.0,
MerkleProof_4.sol,^0.8.0,0.8.0,
Address_7.sol,^0.8.1,0.8.1,
IERC20_5.sol,^0.8.0,0.8.0,
Lockable_2.sol,^0.8.0,0.8.0,
IERC20_7.sol,^0.8.0,0.8.0,
Address_5.sol,^0.8.1,0.8.1,
WETH9_2.sol,^0.8.0,0.8.0,
AcrossToken.sol,^0.8.0,0.8.0,
MerkleDistributor.sol,^0.8.0,0.8.0,
draft-IERC20Permit_2_1.sol,^0.8.0,0.8.0,
WETH9_3.sol,^0.8.0,0.8.0,
Address_4.sol,^0.8.1,0.8.1,
IERC20_6.sol,^0.8.0,0.8.0,
Lockable_1.sol,^0.8.0,0.8.0,
IL1ERC20Bridge.sol,>0.5.0 <0.9.0,0.5.0,
IL1StandardBridge_2.sol,>0.5.0 <0.9.0,0.5.0,
HubPoolInterface_1.sol,^0.8.0,0.8.0,
IERC20_2.sol,^0.8.0,0.8.0,
Lockable.sol,^0.8.0,0.8.0,
MerkleProof_3.sol,^0.8.0,0.8.0,
Ownable_5.sol,^0.8.0,0.8.0,
Ownable_4.sol,^0.8.0,0.8.0,
WETH9_6.sol,^0.8.0,0.8.0,
MerkleProof_2.sol,^0.8.0,0.8.0,
MerkleLib_2.sol,^0.8.0,0.8.0,
IERC20_3.sol,^0.8.0,0.8.0,
Polygon_Adapter.sol,^0.8.0,0.8.0,
ExpandedIERC20_2.sol,^0.8.0,0.8.0,
Boba_Adapter.sol,^0.8.0,0.8.0,
Address_3.sol,^0.8.1,0.8.1,
IdentifierWhitelistInterface.sol,^0.8.0,0.8.0,
HubPoolInterface.sol,^0.8.0,0.8.0,
Testable.sol,^0.8.0,0.8.0,
WETH9_4.sol,^0.8.0,0.8.0,
Ownable_6.sol,^0.8.0,0.8.0,
Ownable_7.sol,^0.8.0,0.8.0,
WETH9_5.sol,^0.8.0,0.8.0,
Address_2.sol,^0.8.1,0.8.1,
