file,original pragma version,compiled version,notes
PlasmaFramework_6.sol,0.5.11,0.5.11,
Units_54.sol,^0.8.0,0.8.0,
ERC721Enumerable_1.sol,^0.8.0,0.8.0,
FraxPool_108.sol,0.6.11,0.6.11,
DynamicLiquidTokenConverterFactory_1.sol,0.6.12,0.6.12,
FraxPool_120.sol,0.6.11,0.6.11,
FraxPool_134.sol,0.6.11,0.6.11,
History_1.sol,^0.8.3,0.8.3,
CGUToken_2.sol,^0.8.0,0.8.0,
controller-v3_5.sol,^0.6.7,0.6.7,
LuckyToken_3.sol,0.8.7,0.8.7,
EventToken_2.sol,=0.8.4,0.8.4,
VToken_16.sol,^0.5.16,0.5.16,
FraxPool_2.sol,0.6.11,0.6.11,
Market_1.sol,0.8.10,0.8.10,
TimeHelpers_17.sol,^0.4.24,0.4.24,
CompHelper_1.sol,^0.7.0,0.7.0,
VToken_14.sol,^0.5.16,0.5.16,
UserConfiguration_9.sol,0.8.7,0.8.7,
CompHelper_3.sol,^0.7.0,0.7.0,
TimeHelpers_15.sol,^0.4.24,0.4.24,
LuckyToken_1.sol,0.8.7,0.8.7,
DynamicLiquidTokenConverter_4.sol,0.6.12,0.6.12,
History_3.sol,^0.8.3,0.8.3,
FraxPool_122.sol,0.6.11,0.6.11,
FinToken_4.sol,^0.4.21,0.4.21,
FraxPool_136.sol,0.6.11,0.6.11,
ERC721Enumerable_3.sol,^0.8.0,0.8.0,
CommunityVault_1.sol,0.6.8,0.6.8,
Units_42.sol,^0.8.0,0.8.0,
OLETokenLock_1.sol,0.7.6,0.7.6,
PlasmaFramework_4.sol,0.5.11,0.5.11,
Units_56.sol,^0.8.0,0.8.0,
FraxPool_12.sol,0.6.11,0.6.11,
LUSDToken_1.sol,0.6.11,0.6.11,
Units_81.sol,^0.8.0,0.8.0,
FLAaveV2_1.sol,^0.7.0,0.7.0,
Units_95.sol,^0.8.0,0.8.0,
VEReward_2.sol,0.8.11,0.8.11,
Moloch_3.sol,^0.5.2,0.5.2,
CurveAMO_1.sol,0.6.11,0.6.11,
ChainlinkAdapter_6.sol,^0.5.2,0.5.2,
OwnerManager_3.sol,^0.5.0,0.5.0,
PlasmaFramework_14.sol,0.5.11,0.5.11,
PlasmaFramework_15.sol,0.5.11,0.5.11,
OwnerManager_2.sol,^0.5.0,0.5.0,
GoodGhosting_1.sol,0.6.11,0.6.11,
ChainlinkAdapter_7.sol,^0.5.2,0.5.2,
Moloch_2.sol,^0.5.2,0.5.2,
bVault_1.sol,^0.5.16,0.5.16,
TimeHelpers_1.sol,^0.4.24,0.4.24,
Units_94.sol,^0.8.0,0.8.0,
Units_80.sol,^0.8.0,0.8.0,
FraxPool_13.sol,0.6.11,0.6.11,
Units_57.sol,^0.8.0,0.8.0,
PlasmaFramework_5.sol,0.5.11,0.5.11,
Units_43.sol,^0.8.0,0.8.0,
HegicOperationalTreasury_1.sol,^0.8.0,0.8.0,
ABNB_1.sol,^0.5.16,0.5.16,
ERC721Enumerable_2.sol,^0.8.0,0.8.0,
FraxPool_137.sol,0.6.11,0.6.11,
FraxPool_123.sol,0.6.11,0.6.11,
CGUToken_1.sol,^0.8.0,0.8.0,
History_2.sol,^0.8.3,0.8.3,
BasicMathLib_1.sol,^0.4.18,0.4.18,
EventToken_1.sol,=0.8.4,0.8.4,
CompHelper_2.sol,^0.7.0,0.7.0,
UserConfiguration_8.sol,0.8.7,0.8.7,
TimeHelpers_14.sol,^0.4.24,0.4.24,
FraxPool_1.sol,0.6.11,0.6.11,
VToken_15.sol,^0.5.16,0.5.16,
LuckyToken_4.sol,0.8.7,0.8.7,
VToken_11.sol,^0.5.16,0.5.16,
FraxPool_5.sol,0.6.11,0.6.11,
TimeHelpers_10.sol,^0.4.24,0.4.24,
NodeRegistry_2.sol,0.5.10,0.5.10,
controller-v3_2.sol,^0.6.7,0.6.7,
VToken_8.sol,^0.5.16,0.5.16,
DynamicLiquidTokenConverter_1.sol,0.6.12,0.6.12,
ERC721Enumerable_6.sol,^0.8.0,0.8.0,
MultiCall_1.sol,>=0.5.0,0.5.0,
FinToken_1.sol,^0.4.21,0.4.21,
FraxPool_127.sol,0.6.11,0.6.11,
FraxPool_133.sol,0.6.11,0.6.11,
FraxPool_17.sol,0.6.11,0.6.11,
Units_47.sol,^0.8.0,0.8.0,
MixinAssetProxyDispatcher_2.sol,0.4.24,0.4.24,
PlasmaFramework_1.sol,0.5.11,0.5.11,
Units_53.sol,^0.8.0,0.8.0,
UniswapV3Pool_12.sol,>=0.5.0,0.5.0,
BCAPToken_2.sol,^0.4.1,0.4.1,
Units_84.sol,^0.8.0,0.8.0,
Units_90.sol,^0.8.0,0.8.0,
TimeHelpers_5.sol,^0.4.24,0.4.24,
ChainlinkAdapter_3.sol,^0.5.2,0.5.2,
Moloch_6.sol,^0.5.2,0.5.2,
OwnerManager_6.sol,^0.5.0,0.5.0,
PlasmaFramework_11.sol,0.5.11,0.5.11,
PlasmaFramework_10.sol,0.5.11,0.5.11,
OwnerManager_7.sol,^0.5.0,0.5.0,
ChainlinkAdapter_2.sol,^0.5.2,0.5.2,
Units_91.sol,^0.8.0,0.8.0,
TimeHelpers_4.sol,^0.4.24,0.4.24,
Units_85.sol,^0.8.0,0.8.0,
WaultSwapFactory0xB42E3FE71b7E0673335b3331B3e1053BD9822570_1.sol,=0.5.16,0.5.16,
UniswapV3Pool_13.sol,>=0.5.0,0.5.0,
Units_52.sol,^0.8.0,0.8.0,
Units_46.sol,^0.8.0,0.8.0,
Degens_2.sol,^0.5.10,0.5.10,
Liquidator_1.sol,^0.8.0,0.8.0,
FraxPool_16.sol,0.6.11,0.6.11,
FraxPool_132.sol,0.6.11,0.6.11,
FraxPool_126.sol,0.6.11,0.6.11,
Escrow_v1_0_1.sol,0.4.24,0.4.24,
ERC721Enumerable_7.sol,^0.8.0,0.8.0,
licence_1.sol,^0.4.25,0.4.25,
Exchange_1.sol,^0.5.2,0.5.2,
VToken_9.sol,^0.5.16,0.5.16,
kickico_token_v1_1.sol,^0.5.8,0.5.8,
controller-v3_3.sol,^0.6.7,0.6.7,
TimeHelpers_11.sol,^0.4.24,0.4.24,
FraxPool_4.sol,0.6.11,0.6.11,
VToken_10.sol,^0.5.16,0.5.16,
LuckyToken_5.sol,0.8.7,0.8.7,
Units_9.sol,^0.8.0,0.8.0,
LuckyToken_7.sol,0.8.7,0.8.7,
DFEngineV2_1.sol,^0.5.2,0.5.2,
CompHelper_5.sol,^0.7.0,0.7.0,
TimeHelpers_13.sol,^0.4.24,0.4.24,
NodeRegistry_1.sol,0.5.10,0.5.10,
FraxPool_6.sol,0.6.11,0.6.11,
VToken_12.sol,^0.5.16,0.5.16,
controller-v3_1.sol,^0.6.7,0.6.7,
InvestorAMO_V2_1.sol,0.6.11,0.6.11,
YearnVaultAdapter_1.sol,>=0.6.2 <0.8.0,0.6.2,
DynamicLiquidTokenConverter_2.sol,0.6.12,0.6.12,
ERC721Enumerable_5.sol,^0.8.0,0.8.0,
FraxPool_118.sol,0.6.11,0.6.11,
FraxPool_130.sol,0.6.11,0.6.11,
FraxPool_124.sol,0.6.11,0.6.11,
FinToken_2.sol,^0.4.21,0.4.21,
UniswapV3Pool_8.sol,>=0.5.0,0.5.0,
FraxPool_14.sol,0.6.11,0.6.11,
Units_78.sol,^0.8.0,0.8.0,
MixinAssetProxyDispatcher_1.sol,0.4.24,0.4.24,
Units_50.sol,^0.8.0,0.8.0,
PlasmaFramework_2.sol,0.5.11,0.5.11,
UniswapV3Pool_11.sol,>=0.5.0,0.5.0,
FraxPool_28.sol,0.6.11,0.6.11,
Units_44.sol,^0.8.0,0.8.0,
BCAPToken_1.sol,^0.4.1,0.4.1,
TimeHelpers_6.sol,^0.4.24,0.4.24,
Units_93.sol,^0.8.0,0.8.0,
Units_87.sol,^0.8.0,0.8.0,
ReserveLogic_8.sol,0.8.7,0.8.7,
Moloch_5.sol,^0.5.2,0.5.2,
OwnerManager_5.sol,^0.5.0,0.5.0,
PlasmaFramework_12.sol,0.5.11,0.5.11,
ExchangeRateProvider_1.sol,0.4.23,0.4.23,
PlasmaFramework_13.sol,0.5.11,0.5.11,
OwnerManager_4.sol,^0.5.0,0.5.0,
FundV3_1.sol,>=0.6.10 <0.8.0,0.6.10,
ReserveLogic_9.sol,0.8.7,0.8.7,
Moloch_4.sol,^0.5.2,0.5.2,
ChainlinkAdapter_1.sol,^0.5.2,0.5.2,
Units_86.sol,^0.8.0,0.8.0,
TimeHelpers_7.sol,^0.4.24,0.4.24,
Units_92.sol,^0.8.0,0.8.0,
Units_45.sol,^0.8.0,0.8.0,
FraxPool_29.sol,0.6.11,0.6.11,
UniswapV3Pool_10.sol,>=0.5.0,0.5.0,
PlasmaFramework_3.sol,0.5.11,0.5.11,
Units_51.sol,^0.8.0,0.8.0,
Units_79.sol,^0.8.0,0.8.0,
FraxPool_15.sol,0.6.11,0.6.11,
UniswapV3Pool_9.sol,>=0.5.0,0.5.0,
Degens_1.sol,^0.5.10,0.5.10,
FraxPool_125.sol,0.6.11,0.6.11,
FinToken_3.sol,^0.4.21,0.4.21,
FraxPool_131.sol,0.6.11,0.6.11,
FraxPool_119.sol,0.6.11,0.6.11,
ERC721Enumerable_4.sol,^0.8.0,0.8.0,
Escrow_v1_0_2.sol,0.4.24,0.4.24,
DynamicLiquidTokenConverter_3.sol,0.6.12,0.6.12,
History_4.sol,^0.8.3,0.8.3,
kickico_token_v1_2.sol,^0.5.8,0.5.8,
VToken_13.sol,^0.5.16,0.5.16,
FraxPool_7.sol,0.6.11,0.6.11,
Roots_1.sol,0.4.13,0.4.13,
CompHelper_4.sol,^0.7.0,0.7.0,
TimeHelpers_12.sol,^0.4.24,0.4.24,
Units_8.sol,^0.8.0,0.8.0,
LuckyToken_6.sol,0.8.7,0.8.7,
RToken_4.sol,^0.5.16,0.5.16,
StakefishServicesContract_3.sol,0.8.4,0.8.4,
xMPH_4.sol,^0.8.1,0.8.1,
FlashLoanLogic_3.sol,0.8.7,0.8.7,
RToken_23.sol,^0.5.16,0.5.16,
FraxPool_156.sol,0.6.11,0.6.11,
TokenDistributor_2.sol,0.6.12,0.6.12,
ShibaLibrary_1.sol,>=0.5.0,0.5.0,
PrimitiveEngine_1.sol,>=0.5.0,0.5.0,
FraxPool_142.sol,0.6.11,0.6.11,
ERC20Permit_3.sol,^0.8.0,0.8.0,
Units_36.sol,^0.8.0,0.8.0,
Units_22.sol,^0.8.0,0.8.0,
ProjectKudos_4.sol,^0.4.0,0.4.0,
FraxPool_66.sol,0.6.11,0.6.11,
FraxPool_72.sol,0.6.11,0.6.11,
Pool_1.sol,>=0.6.0 <0.8.0,0.6.0,
FraxPool_99.sol,0.6.11,0.6.11,
SafeMath_1.sol,^0.6.10,0.6.10,
LibMath_5.sol,^0.5.2,0.5.2,
StakingModel_1.sol,^0.8.0,0.8.0,
OwnerManager_18.sol,^0.5.0,0.5.0,
BNum_2.sol,0.5.12,0.5.12,
ve_3.sol,0.8.9,0.8.9,
RequesterAuthorizerWhitelisterWithToken_3.sol,^0.8.0,0.8.0,
UniswapFeature_1.sol,^0.6.5,0.6.5,
AddressResolver_17.sol,^0.5.16,0.5.16,
AddressResolver_16.sol,^0.5.16,0.5.16,
PaymentStartStandardExit_1.sol,0.5.11,0.5.11,
RequesterAuthorizerWhitelisterWithToken_2.sol,^0.8.0,0.8.0,
ve_2.sol,0.8.9,0.8.9,
BNum_3.sol,0.5.12,0.5.12,
OwnerManager_19.sol,^0.5.0,0.5.0,
LibMath_4.sol,^0.5.2,0.5.2,
FraxPool_98.sol,0.6.11,0.6.11,
FraxPool_73.sol,0.6.11,0.6.11,
FraxPool_67.sol,0.6.11,0.6.11,
Units_23.sol,^0.8.0,0.8.0,
Units_37.sol,^0.8.0,0.8.0,
MasterChefGoblinConfig_1.sol,^0.5.0,0.5.0,
ERC20Permit_2.sol,^0.8.0,0.8.0,
FraxPool_143.sol,0.6.11,0.6.11,
RToken_22.sol,^0.5.16,0.5.16,
FraxPool_157.sol,0.6.11,0.6.11,
FlashLoanLogic_2.sol,0.8.7,0.8.7,
xMPH_5.sol,^0.8.1,0.8.1,
FixedPointInt256_1.sol,^0.6.0,0.6.0,
BridgeValidators_1.sol,0.4.24,0.4.24,
StakefishServicesContract_2.sol,0.8.4,0.8.4,
StandardBounties_1.sol,0.5.0,0.5.0,
Zunami_1.sol,^0.8.4,0.8.4,
RToken_5.sol,^0.5.16,0.5.16,
RToken_7.sol,^0.5.16,0.5.16,
StandardBounties_3.sol,0.5.0,0.5.0,
LiquidityStaking_1.sol,>=0.6.0 <0.8.0,0.6.0,
DFCollateral_1.sol,^0.5.2,0.5.2,
FixedPointInt256_3.sol,^0.6.0,0.6.0,
Governor_4.sol,0.5.11,0.5.11,
FraxPool_141.sol,0.6.11,0.6.11,
PrimitiveEngine_2.sol,>=0.5.0,0.5.0,
FraxPool_155.sol,0.6.11,0.6.11,
TokenDistributor_1.sol,0.6.12,0.6.12,
RToken_20.sol,^0.5.16,0.5.16,
Units_21.sol,^0.8.0,0.8.0,
Units_35.sol,^0.8.0,0.8.0,
FraxPool_59.sol,0.6.11,0.6.11,
FraxPool_71.sol,0.6.11,0.6.11,
FraxPool_65.sol,0.6.11,0.6.11,
PromissoryToken_4.sol,^0.4.13,0.4.13,
Roles_8.sol,^0.5.0,0.5.0,
DharmaKeyRegistryV1_1.sol,0.5.11,0.5.11,
HoldefiSettings_1.sol,0.6.12,0.6.12,
LibMath_6.sol,^0.5.2,0.5.2,
AddressResolver_28.sol,^0.5.16,0.5.16,
StakingModel_2.sol,^0.8.0,0.8.0,
AddressArrayUtils_8.sol,0.5.4,0.5.4,
BNum_1.sol,0.5.12,0.5.12,
AddressResolver_9.sol,^0.5.16,0.5.16,
AddressResolver_14.sol,^0.5.16,0.5.16,
GolemNetworkToken_1.sol,^0.4.16,0.4.16,
PaymentStartStandardExit_2.sol,0.5.11,0.5.11,
AddressResolver_15.sol,^0.5.16,0.5.16,
ve_1.sol,0.8.9,0.8.9,
AddressArrayUtils_9.sol,0.5.4,0.5.4,
AddressResolver_8.sol,^0.5.16,0.5.16,
RequesterAuthorizerWhitelisterWithToken_1.sol,^0.8.0,0.8.0,
AddressResolver_29.sol,^0.5.16,0.5.16,
LibMath_7.sol,^0.5.2,0.5.2,
Roles_9.sol,^0.5.0,0.5.0,
FraxPool_64.sol,0.6.11,0.6.11,
FraxPool_70.sol,0.6.11,0.6.11,
FraxPool_58.sol,0.6.11,0.6.11,
Units_34.sol,^0.8.0,0.8.0,
Units_20.sol,^0.8.0,0.8.0,
ERC20Permit_1.sol,^0.8.0,0.8.0,
FraxPool_154.sol,0.6.11,0.6.11,
RToken_21.sol,^0.5.16,0.5.16,
PrimitiveEngine_3.sol,>=0.5.0,0.5.0,
FraxPool_140.sol,0.6.11,0.6.11,
FlashLoanLogic_1.sol,0.8.7,0.8.7,
FixedPointInt256_2.sol,^0.6.0,0.6.0,
xMPH_6.sol,^0.8.1,0.8.1,
StakefishServicesContract_1.sol,0.8.4,0.8.4,
StandardBounties_2.sol,0.5.0,0.5.0,
Zunami_2.sol,^0.8.4,0.8.4,
RToken_6.sol,^0.5.16,0.5.16,
VVET9_1.sol,^0.8.0,0.8.0,
InteractiveCrowdsaleLib_2.sol,^0.4.18,0.4.18,
StakefishServicesContract_5.sol,0.8.4,0.8.4,
RToken_2.sol,^0.5.16,0.5.16,
xMPH_2.sol,^0.8.1,0.8.1,
Governor_1.sol,0.5.11,0.5.11,
SpiritRouter_1.sol,=0.6.6,0.6.6,
OneSwapPair_1.sol,^0.6.6,0.6.6,
BPool_2.sol,0.5.12,0.5.12,
RToken_19.sol,^0.5.16,0.5.16,
FraxPool_144.sol,0.6.11,0.6.11,
PrimitiveEngine_7.sol,>=0.5.0,0.5.0,
Transfers_2.sol,>=0.5.0,0.5.0,
RToken_25.sol,^0.5.16,0.5.16,
FraxPool_150.sol,0.6.11,0.6.11,
FraxPool_74.sol,0.6.11,0.6.11,
Units_18.sol,^0.8.0,0.8.0,
StabilityPool_1.sol,0.6.11,0.6.11,
FraxPool_60.sol,0.6.11,0.6.11,
FraxPool_48.sol,0.6.11,0.6.11,
Units_24.sol,^0.8.0,0.8.0,
ProjectKudos_2.sol,^0.4.0,0.4.0,
Units_30.sol,^0.8.0,0.8.0,
PromissoryToken_1.sol,^0.4.13,0.4.13,
LibMath_3.sol,^0.5.2,0.5.2,
AddressResolver_11.sol,^0.5.16,0.5.16,
Matic_2.sol,^0.8.0,0.8.0,
RequesterAuthorizerWhitelisterWithToken_5.sol,^0.8.0,0.8.0,
AddressResolver_39.sol,^0.5.16,0.5.16,
BNum_4.sol,0.5.12,0.5.12,
BNum_5.sol,0.5.12,0.5.12,
AddressResolver_38.sol,^0.5.16,0.5.16,
RequesterAuthorizerWhitelisterWithToken_4.sol,^0.8.0,0.8.0,
Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d_1.sol,0.8.11,0.8.11,
Migrations_1.sol,>=0.4.24,0.4.24,
Matic_3.sol,^0.8.0,0.8.0,
AddressResolver_10.sol,^0.5.16,0.5.16,
LibMath_2.sol,^0.5.2,0.5.2,
RocketDepositPool_1.sol,0.7.6,0.7.6,
Atoken_1.sol,^0.5.16,0.5.16,
Units_31.sol,^0.8.0,0.8.0,
ProjectKudos_3.sol,^0.4.0,0.4.0,
Units_25.sol,^0.8.0,0.8.0,
FraxPool_49.sol,0.6.11,0.6.11,
OneSwapBuyback_1.sol,^0.6.6,0.6.6,
BandPriceFeed_1.sol,>=0.6.2 <0.8.0,0.6.2,
Bank_1.sol,^0.5.0,0.5.0,
FraxPool_61.sol,0.6.11,0.6.11,
CapperRole_1.sol,^0.4.24,0.4.24,
Units_19.sol,^0.8.0,0.8.0,
FraxPool_75.sol,0.6.11,0.6.11,
RToken_24.sol,^0.5.16,0.5.16,
Transfers_3.sol,>=0.5.0,0.5.0,
FraxPool_151.sol,0.6.11,0.6.11,
PrimitiveEngine_6.sol,>=0.5.0,0.5.0,
FraxPool_145.sol,0.6.11,0.6.11,
RToken_18.sol,^0.5.16,0.5.16,
xMPH_3.sol,^0.8.1,0.8.1,
MixinSignatureValidator_2.sol,0.4.24,0.4.24,
RToken_3.sol,^0.5.16,0.5.16,
CollateralsWallet_1.sol,^0.5.16,0.5.16,
StakefishServicesContract_4.sol,0.8.4,0.8.4,
InteractiveCrowdsaleLib_3.sol,^0.4.18,0.4.18,
InteractiveCrowdsaleLib_1.sol,^0.4.18,0.4.18,
StakefishServicesContract_6.sol,0.8.4,0.8.4,
VVET9_2.sol,^0.8.0,0.8.0,
DapiServer_1.sol,0.8.9,0.8.9,
RToken_1.sol,^0.5.16,0.5.16,
StandardBounties_5.sol,0.5.0,0.5.0,
xMPH_1.sol,^0.8.1,0.8.1,
Governor_2.sol,0.5.11,0.5.11,
BurnableToken_1.sol,^0.4.24,0.4.24,
Consideration_1.sol,0.8.13,0.8.13,
OneSwapPair_2.sol,^0.6.6,0.6.6,
BPool_1.sol,0.5.12,0.5.12,
FraxPool_153.sol,0.6.11,0.6.11,
Transfers_1.sol,>=0.5.0,0.5.0,
RToken_26.sol,^0.5.16,0.5.16,
PrimitiveEngine_4.sol,>=0.5.0,0.5.0,
FraxPool_147.sol,0.6.11,0.6.11,
FraxPool_63.sol,0.6.11,0.6.11,
StabilityPool_2.sol,0.6.11,0.6.11,
FraxPool_77.sol,0.6.11,0.6.11,
Units_33.sol,^0.8.0,0.8.0,
Units_27.sol,^0.8.0,0.8.0,
ProjectKudos_1.sol,^0.4.0,0.4.0,
PromissoryToken_2.sol,^0.4.13,0.4.13,
FraxPool_88.sol,0.6.11,0.6.11,
VaultFactory_1.sol,^0.7.0,0.7.0,
AddressArrayUtils_11.sol,0.5.4,0.5.4,
AddressResolver_12.sol,^0.5.16,0.5.16,
Matic_1.sol,^0.8.0,0.8.0,
Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d_3.sol,0.8.11,0.8.11,
RequesterAuthorizerWhitelisterWithToken_6.sol,^0.8.0,0.8.0,
Oracula0x85f3ec4EC49aB6a5901278176235957ef521970d_2.sol,0.8.11,0.8.11,
Migrations_2.sol,>=0.4.24,0.4.24,
RocketTokenRETH_1.sol,>=0.6.0 <0.8.0,0.6.0,
AddressResolver_13.sol,^0.5.16,0.5.16,
OwnerManager_20.sol,^0.5.0,0.5.0,
AddressArrayUtils_10.sol,0.5.4,0.5.4,
LibMath_1.sol,^0.5.2,0.5.2,
OracleRouter_1.sol,^0.5.11,0.5.11,
FraxPool_89.sol,0.6.11,0.6.11,
PromissoryToken_3.sol,^0.4.13,0.4.13,
Units_26.sol,^0.8.0,0.8.0,
Units_32.sol,^0.8.0,0.8.0,
FraxPool_76.sol,0.6.11,0.6.11,
FraxPool_62.sol,0.6.11,0.6.11,
StabilityPool_3.sol,0.6.11,0.6.11,
FraxPool_146.sol,0.6.11,0.6.11,
PrimitiveEngine_5.sol,>=0.5.0,0.5.0,
FraxPool_152.sol,0.6.11,0.6.11,
RToken_27.sol,^0.5.16,0.5.16,
BrickblockAccount_1.sol,0.4.23,0.4.23,
FixedPointInt256_4.sol,^0.6.0,0.6.0,
Governor_3.sol,0.5.11,0.5.11,
MixinSignatureValidator_1.sol,0.4.24,0.4.24,
StandardBounties_4.sol,0.5.0,0.5.0,
SwapUtils_1.sol,0.5.17,0.5.17,
Roles_11.sol,^0.5.0,0.5.0,
InitializableGovernable_2.sol,0.5.11,0.5.11,
StakingProxyUniV3_1.sol,0.8.9,0.8.9,
ThorusDummy_1.sol,0.8.10,0.8.10,
AdminImpl_1.sol,0.5.4,0.5.4,
ERC20_5.sol,^0.6.2,0.6.2,
RToken_16.sol,^0.5.16,0.5.16,
PrimitiveEngine_8.sol,>=0.5.0,0.5.0,
SchainsInternal_1.sol,^0.6.0,0.6.0,
Faucet_1.sol,^0.4.16,0.4.16,
Hypervisor_2.sol,>=0.6.0 <0.8.0,0.6.0,
Units_17.sol,^0.8.0,0.8.0,
FraxPool_47.sol,0.6.11,0.6.11,
FraxPool_53.sol,0.6.11,0.6.11,
Roles_2.sol,^0.5.0,0.5.0,
PikaStaking_1.sol,^0.8.0,0.8.0,
FraxPool_84.sol,0.6.11,0.6.11,
FraxPool_90.sol,0.6.11,0.6.11,
PayableProxyController_1.sol,=0.6.10,0.6.10,
LibMath_10.sol,^0.5.2,0.5.2,
TransferHelper_2.sol,>=0.5.0,0.5.0,
AddressResolver_22.sol,^0.5.16,0.5.16,
OwnerManager_11.sol,^0.5.0,0.5.0,
AddressArrayUtils_2.sol,0.5.4,0.5.4,
AddressResolver_36.sol,^0.5.16,0.5.16,
AddressResolver_3.sol,^0.5.16,0.5.16,
AddressResolver_37.sol,^0.5.16,0.5.16,
AddressArrayUtils_3.sol,0.5.4,0.5.4,
OwnerManager_10.sol,^0.5.0,0.5.0,
AddressResolver_2.sol,^0.5.16,0.5.16,
AddressResolver_23.sol,^0.5.16,0.5.16,
TransferHelper_3.sol,>=0.5.0,0.5.0,
LibMath_11.sol,^0.5.2,0.5.2,
FraxPool_91.sol,0.6.11,0.6.11,
FraxPool_85.sol,0.6.11,0.6.11,
Roles_3.sol,^0.5.0,0.5.0,
FraxPool_52.sol,0.6.11,0.6.11,
FraxPool_46.sol,0.6.11,0.6.11,
Hypervisor_3.sol,>=0.6.0 <0.8.0,0.6.0,
Units_16.sol,^0.8.0,0.8.0,
PrimitiveEngine_9.sol,>=0.5.0,0.5.0,
RToken_17.sol,^0.5.16,0.5.16,
ERC20_4.sol,^0.6.2,0.6.2,
PoolCommitter_4.sol,^0.8.1,0.8.1,
InitializableGovernable_3.sol,0.5.11,0.5.11,
SMAOracle_1.sol,0.8.7,0.8.7,
Collaterals_t_1.sol,^0.5.2,0.5.2,
MixOracle_1.sol,>=0.4.24 <0.7.0,0.4.24,
AccessToken_2.sol,^0.4.23,0.4.23,
StakefishERC721Wrapper_1.sol,^0.8.0,0.8.0,
Roles_10.sol,^0.5.0,0.5.0,
Roles_12.sol,^0.5.0,0.5.0,
InitializableGovernable_1.sol,0.5.11,0.5.11,
AdminImpl_2.sol,0.5.4,0.5.4,
StakingProxyUniV3_2.sol,0.8.9,0.8.9,
LootBox_1.sol,^0.6.12,0.6.12,
RToken_15.sol,^0.5.16,0.5.16,
FraxPool_160.sol,0.6.11,0.6.11,
SchainsInternal_2.sol,^0.6.0,0.6.0,
FraxPool_148.sol,0.6.11,0.6.11,
Units_14.sol,^0.8.0,0.8.0,
FraxPool_78.sol,0.6.11,0.6.11,
Hypervisor_1.sol,>=0.6.0 <0.8.0,0.6.0,
FraxPool_50.sol,0.6.11,0.6.11,
Units_28.sol,^0.8.0,0.8.0,
FraxPool_44.sol,0.6.11,0.6.11,
Roles_1.sol,^0.5.0,0.5.0,
Staking_1.sol,^0.8.0,0.8.0,
FraxPool_93.sol,0.6.11,0.6.11,
FraxPool_87.sol,0.6.11,0.6.11,
Brokerage_1.sol,^0.5.2,0.5.2,
TransferHelper_1.sol,>=0.5.0,0.5.0,
OwnerManager_12.sol,^0.5.0,0.5.0,
AddressArrayUtils_1.sol,0.5.4,0.5.4,
DharmaSmartWalletFactoryV1_1.sol,0.5.11,0.5.11,
AddressResolver_35.sol,^0.5.16,0.5.16,
AddressResolver_21.sol,^0.5.16,0.5.16,
FujiVault_4.sol,^0.8.0,0.8.0,
AddressResolver_20.sol,^0.5.16,0.5.16,
FujiVault_5.sol,^0.8.0,0.8.0,
AddressResolver_1.sol,^0.5.16,0.5.16,
AddressResolver_34.sol,^0.5.16,0.5.16,
OwnerManager_13.sol,^0.5.0,0.5.0,
